	protein1	protein2	cost
104169	PA14_57275	PA14_57275	1.0
104171	PA14_57275	PA14_57275	1.0
104173	PA14_57275	PA14_57275	1.0
104175	PA14_57275	PA14_57275	1.0
104177	PA14_57275	PA14_57275	1.0
104179	PA14_57275	PA14_57275	1.0
104181	PA14_57275	PA14_57275	1.0
104183	PA14_57275	PA14_57275	1.0
104185	PA14_57275	PA14_57275	1.0
104187	PA14_57275	PA14_57275	1.0
104189	PA14_57275	PA14_57275	1.0
104191	PA14_57275	PA14_57275	1.0
104193	PA14_57275	PA14_57275	1.0
104195	PA14_57275	PA14_57275	1.0
104197	PA14_57275	PA14_57275	1.0
104199	PA14_57275	PA14_57275	1.0
104201	PA14_57275	PA14_57275	1.0
104203	PA14_57275	PA14_57275	1.0
104205	PA14_57275	PA14_57275	1.0
104207	PA14_45290	PA14_45310	1.0
104209	PA14_45290	PA14_45310	1.0
104211	PA14_57275	PA14_57275	1.0
104213	PA14_57275	PA14_57275	1.0
104215	PA14_21760	PA14_41210	1.5
104217	PA14_21760	PA14_41210	1.0
104221	PA14_23510	PA14_41210	1.0
104223	PA14_23510	PA14_41210	1.5
104225	PA14_23510	PA14_41210	1.0
104228	PA14_08680	PA14_61660	1.0
104229	PA14_08830	PA14_61660	1.0
104231	PA14_21760	PA14_41210	1.0
104234	PA14_08680	PA14_61660	1.0
104235	PA14_08830	PA14_61660	1.0
104236	PA14_41210	PA14_41210	1.0
104237	PA14_41210	PA14_41210	1.0
104240	PA14_08680	PA14_61660	1.0
104241	PA14_08830	PA14_61660	1.0
104243	PA14_58490	PA14_61660	1.0
104245	PA14_12130	PA14_44000	1.0
104247	PA14_08920	PA14_61770	1.0
104249	PA14_08920	PA14_61770	1.0
104251	PA14_08920	PA14_61770	1.5
104253	PA14_09100	PA14_61770	1.5
104255	PA14_09100	PA14_61770	1.0
104257	PA14_09100	PA14_61770	1.0
104260	PA14_61770	PA14_62970	1.0
104262	PA14_08860	PA14_61770	1.0
104264	PA14_08920	PA14_61770	1.0
104266	PA14_09100	PA14_61770	1.0
104268	PA14_70480	PA14_70480	1.0
104269	PA14_16000	PA14_17220	1.0
104271	PA14_61770	PA14_61790	1.0
104273	PA14_70480	PA14_70480	1.0
104275	PA14_17220	PA14_35140	1.0
104278	PA14_08680	PA14_62900	1.0
104279	PA14_08830	PA14_62900	1.0
104281	PA14_28650	PA14_62900	1.0
104283	PA14_08880	PA14_62900	1.0
104285	PA14_07280	PA14_69150	1.0
104287	PA14_07280	PA14_69150	1.0
104289	PA14_07560	PA14_16350	1.0
104291	PA14_16350	PA14_16350	1.0
104293	PA14_16350	PA14_16350	1.0
104295	PA14_16350	PA14_16350	1.0
104297	PA14_16350	PA14_16350	1.0
104299	PA14_16350	PA14_16350	1.0
104301	PA14_05000	PA14_65180	1.0
104303	PA14_05000	PA14_65180	1.5
104305	PA14_05000	PA14_65180	1.0
104307	PA14_17080	PA14_65180	1.0
104309	PA14_17080	PA14_65180	1.5
104312	PA14_29300	PA14_65180	1.0
104314	PA14_29300	PA14_65180	1.5
104316	PA14_65180	PA14_65310	1.5
104318	PA14_44630	PA14_65180	1.0
104320	PA14_65180	PA14_65310	1.0
104322	PA14_54370	PA14_65180	1.0
104324	PA14_08860	PA14_14600	1.0
104326	PA14_07520	PA14_08860	1.5
104328	PA14_07520	PA14_08860	1.0
104330	PA14_07520	PA14_08860	1.0
104332	PA14_08860	PA14_57440	1.5
104334	PA14_08860	PA14_16220	1.5
104336	PA14_08860	PA14_16220	1.0
104338	PA14_08860	PA14_14600	1.5
104340	PA14_08860	PA14_14600	1.0
104342	PA14_08860	PA14_51770	1.5
104344	PA14_08860	PA14_51770	1.0
104346	PA14_04640	PA14_08860	1.0
104348	PA14_04640	PA14_08860	1.5
104350	PA14_08860	PA14_63710	1.5
104352	PA14_08860	PA14_63710	1.0
104354	PA14_08860	PA14_17190	1.0
104356	PA14_08860	PA14_62770	1.0
104358	PA14_08860	PA14_16220	1.0
104360	PA14_07520	PA14_08860	1.0
104362	PA14_08860	PA14_73400	1.0
104364	PA14_07570	PA14_08760	1.0
104365	PA14_16000	PA14_17130	1.0
104366	PA14_16000	PA14_17130	1.5
104367	PA14_00100	PA14_16000	1.0
104368	PA14_00100	PA14_16000	1.5
104369	PA14_16000	PA14_66060	1.0
104370	PA14_16000	PA14_66060	1.5
104374	PA14_08760	PA14_25580	1.0
104375	PA14_00100	PA14_16000	1.0
104376	PA14_16000	PA14_64960	1.0
104377	PA14_16000	PA14_38700	1.0
104379	PA14_08780	PA14_16000	1.0
104381	PA14_08760	PA14_44740	1.0
104382	PA14_08760	PA14_57530	1.0
104384	PA14_00240	PA14_08720	1.0
104386	PA14_23110	PA14_63530	1.0
104388	PA14_23110	PA14_63530	1.0
104390	PA14_23110	PA14_63530	1.5
104392	PA14_16530	PA14_25020	1.0
104394	PA14_16530	PA14_22520	1.0
104396	PA14_16530	PA14_22520	1.5
104398	PA14_30660	PA14_69810	1.5
104400	PA14_30660	PA14_69810	1.0
104402	PA14_30660	PA14_69810	1.0
104403	PA14_69810	PA14_69810	1.0
104404	PA14_69810	PA14_69810	1.0
104405	PA14_69810	PA14_69810	1.0
104407	PA14_00010	PA14_51820	1.0
104409	PA14_16530	PA14_22520	1.0
104411	PA14_16530	PA14_25020	1.0
104413	PA14_13520	PA14_27310	1.0
104414	PA14_51820	PA14_51820	1.0
104416	PA14_51270	PA14_51270	1.0
104418	PA14_61470	PA14_61470	1.0
104420	PA14_61470	PA14_61470	1.0
104422	PA14_61470	PA14_61470	1.0
104424	PA14_61470	PA14_61470	1.0
104425	PA14_07230	PA14_45630	1.0
104427	PA14_08730	PA14_73190	1.0
104429	PA14_08840	PA14_51780	1.0
104431	PA14_60460	PA14_73190	1.0
104433	PA14_38470	PA14_38470	1.0
104435	PA14_38470	PA14_38470	1.0
104437	PA14_23110	PA14_62880	1.0
104439	PA14_23110	PA14_62880	1.0
104441	PA14_05540	PA14_14610	1.0
104443	PA14_05540	PA14_14610	1.0
104445	PA14_43600	PA14_62880	1.0
104447	PA14_43600	PA14_62880	1.5
104448	PA14_50800	PA14_70010	1.5
104449	PA14_50800	PA14_70010	1.0
104450	PA14_57020	PA14_62880	1.5
104451	PA14_57020	PA14_62880	1.0
104453	PA14_23110	PA14_62880	1.5
104455	PA14_23110	PA14_62880	1.5
104457	PA14_05310	PA14_05310	1.0
104459	PA14_05310	PA14_05310	1.0
104461	PA14_05540	PA14_14610	1.0
104463	PA14_05540	PA14_14610	1.0
104465	PA14_57760	PA14_57760	1.0
104467	PA14_57760	PA14_57760	1.0
104471	PA14_00010	PA14_08840	1.5
104473	PA14_08840	PA14_57220	1.5
104475	PA14_08840	PA14_57220	1.0
104477	PA14_04640	PA14_08840	1.0
104479	PA14_04640	PA14_08840	1.5
104481	PA14_08840	PA14_71640	1.5
104483	PA14_08840	PA14_71640	1.0
104485	PA14_00010	PA14_08840	1.0
104487	PA14_08840	PA14_28650	1.0
104489	PA14_57760	PA14_57760	1.0
104491	PA14_57760	PA14_57760	1.0
104493	PA14_57760	PA14_57760	1.0
104495	PA14_08980	PA14_71870	1.0
104497	PA14_08900	PA14_71870	1.0
104499	PA14_17270	PA14_71870	1.0
104501	PA14_17080	PA14_30230	1.0
104503	PA14_17080	PA14_30230	1.5
104505	PA14_17080	PA14_23330	1.5
104507	PA14_17080	PA14_23330	1.0
104509	PA14_17080	PA14_30230	1.0
104511	PA14_17080	PA14_41210	1.0
104513	PA14_17080	PA14_23330	1.0
104515	PA14_17080	PA14_25040	1.0
104517	PA14_16040	PA14_25670	1.0
104519	PA14_16040	PA14_25670	1.5
104521	PA14_20980	PA14_41210	1.0
104523	PA14_20980	PA14_41210	1.5
104525	PA14_17290	PA14_17290	1.0
104527	PA14_17290	PA14_17290	1.0
104529	PA14_07930	PA14_66900	1.0
104531	PA14_62970	PA14_65420	1.0
104533	PA14_50760	PA14_65420	1.0
104535	PA14_49820	PA14_49820	1.0
104537	PA14_51270	PA14_51270	1.0
104539	PA14_57370	PA14_69810	1.0
104541	PA14_20890	PA14_44070	1.5
104543	PA14_20890	PA14_44070	1.0
104545	PA14_44070	PA14_60350	1.0
104547	PA14_08750	PA14_13240	1.0
104549	PA14_08750	PA14_13240	1.5
104554	PA14_08750	PA14_13240	1.0
104556	PA14_08750	PA14_13240	1.0
104558	PA14_08750	PA14_13240	1.0
104560	PA14_44030	PA14_64980	1.0
104562	PA14_32080	PA14_57010	1.0
104564	PA14_08950	PA14_12030	1.0
104566	PA14_08950	PA14_12030	1.0
104568	PA14_08950	PA14_12030	1.0
104570	PA14_08950	PA14_60350	1.0
104571	PA14_08750	PA14_70450	1.0
104572	PA14_08750	PA14_70450	1.5
104573	PA14_25110	PA14_70450	1.0
104574	PA14_25110	PA14_70450	1.5
104575	PA14_09115	PA14_70450	1.5
104576	PA14_62770	PA14_70450	1.5
104577	PA14_62770	PA14_70450	1.5
104578	PA14_09115	PA14_70450	1.0
104579	PA14_09115	PA14_70450	1.0
104580	PA14_09115	PA14_70450	1.0
104581	PA14_09115	PA14_70450	1.0
104582	PA14_09115	PA14_70450	1.0
104583	PA14_62770	PA14_70450	1.0
104584	PA14_62770	PA14_70450	1.0
104585	PA14_62970	PA14_70450	1.0
104586	PA14_08880	PA14_70450	1.0
104587	PA14_08750	PA14_70450	1.0
104588	PA14_25110	PA14_70450	1.0
104589	PA14_18670	PA14_18670	1.0
104592	PA14_23270	PA14_23270	1.0
104593	PA14_18670	PA14_18670	1.0
104595	PA14_65130	PA14_69910	1.0
104597	PA14_65130	PA14_69910	1.0
104599	PA14_65130	PA14_69910	1.0
104601	PA14_08880	PA14_65130	1.0
104602	PA14_18670	PA14_18670	1.0
104604	PA14_08890	PA14_41400	1.5
104606	PA14_08980	PA14_39650	1.5
104608	PA14_08980	PA14_39650	1.0
104610	PA14_08860	PA14_39650	1.5
104612	PA14_08750	PA14_39650	1.5
104614	PA14_15970	PA14_39650	1.5
104615	PA14_53430	PA14_64670	1.5
104616	PA14_53430	PA14_64670	1.0
104617	PA14_53430	PA14_64670	1.0
104619	PA14_18750	PA14_53430	1.5
104621	PA14_18750	PA14_53430	1.0
104623	PA14_43600	PA14_53430	1.0
104625	PA14_43600	PA14_53430	1.5
104627	PA14_52420	PA14_53430	1.0
104629	PA14_52420	PA14_53430	1.5
104630	PA14_53430	PA14_64670	1.0
104631	PA14_53430	PA14_64670	1.0
104632	PA14_53430	PA14_64670	1.0
104633	PA14_53430	PA14_64670	1.0
104635	PA14_18750	PA14_53430	1.0
104636	PA14_53430	PA14_64670	1.0
104637	PA14_53430	PA14_64670	1.0
104638	PA14_53430	PA14_64670	1.0
104640	PA14_17100	PA14_51280	1.0
104642	PA14_14680	PA14_57960	1.0
104644	PA14_30290	PA14_57425	1.0
104647	PA14_11810	PA14_41470	1.0
104650	PA14_11810	PA14_41470	1.5
104660	PA14_00030	PA14_17540	1.0
104662	PA14_00030	PA14_17540	1.0
104664	PA14_49840	PA14_71870	1.0
104666	PA14_49840	PA14_71870	1.5
104668	PA14_49840	PA14_71870	1.0
104670	PA14_08880	PA14_23110	1.0
104672	PA14_08900	PA14_23110	1.0
104674	PA14_49840	PA14_49840	1.0
104676	PA14_49840	PA14_49840	1.0
104678	PA14_49840	PA14_49840	1.0
104682	PA14_04640	PA14_23110	1.0
104684	PA14_04640	PA14_23110	1.5
104686	PA14_08880	PA14_23110	1.5
104689	PA14_08840	PA14_30290	1.5
104691	PA14_30290	PA14_57425	1.0
104693	PA14_08910	PA14_14930	1.0
104695	PA14_60470	PA14_60470	1.0
104697	PA14_60470	PA14_60470	1.0
104699	PA14_23220	PA14_54150	1.0
104701	PA14_64840	PA14_64840	1.0
104703	PA14_64840	PA14_64840	1.0
104705	PA14_08370	PA14_08840	1.0
104708	PA14_51740	PA14_51830	1.5
104709	PA14_51740	PA14_51830	1.0
104710	PA14_51740	PA14_62690	1.0
104711	PA14_51740	PA14_62690	1.5
104712	PA14_08740	PA14_51740	1.0
104713	PA14_08740	PA14_51740	1.5
104714	PA14_51740	PA14_51740	1.0
104715	PA14_51740	PA14_51740	1.0
104716	PA14_51740	PA14_51740	1.0
104717	PA14_51740	PA14_51740	1.0
104718	PA14_51740	PA14_51740	1.0
104719	PA14_51740	PA14_51740	1.0
104720	PA14_51740	PA14_51740	1.0
104722	PA14_38700	PA14_67970	1.5
104724	PA14_38700	PA14_67970	1.0
104726	PA14_57010	PA14_67970	1.0
104728	PA14_38700	PA14_67970	1.0
104739	PA14_08810	PA14_65190	1.0
104741	PA14_56740	PA14_66790	1.5
104743	PA14_56740	PA14_66790	1.0
104745	PA14_04150	PA14_04640	1.0
104747	PA14_04150	PA14_04640	1.5
104749	PA14_04150	PA14_04640	1.0
104751	PA14_08980	PA14_25580	1.0
104753	PA14_08980	PA14_25580	1.5
104755	PA14_23110	PA14_25580	1.5
104757	PA14_23110	PA14_25580	1.5
104759	PA14_23110	PA14_25580	1.0
104761	PA14_21760	PA14_25580	1.0
104763	PA14_08980	PA14_25580	1.0
104765	PA14_56740	PA14_66790	1.0
104767	PA14_57300	PA14_57300	1.0
104769	PA14_57300	PA14_57300	1.0
104771	PA14_57300	PA14_57300	1.0
104773	PA14_07520	PA14_21230	1.0
104775	PA14_07520	PA14_21230	1.0
104777	PA14_21230	PA14_24675	1.0
104779	PA14_57300	PA14_57650	1.0
104780	PA14_05530	PA14_05530	1.0
104781	PA14_05530	PA14_05530	1.0
104782	PA14_05530	PA14_05530	1.0
104783	PA14_11890	PA14_57020	1.0
104784	PA14_11890	PA14_57020	1.5
104785	PA14_05530	PA14_05530	1.0
104786	PA14_05530	PA14_05530	1.0
104787	PA14_05530	PA14_05530	1.0
104788	PA14_05530	PA14_05530	1.0
104789	PA14_05530	PA14_05530	1.0
104790	PA14_05530	PA14_05530	1.0
104791	PA14_05530	PA14_05530	1.0
104792	PA14_15350	PA14_68400	1.0
104793	PA14_15350	PA14_68400	1.5
104795	PA14_08980	PA14_29300	1.5
104797	PA14_08980	PA14_29300	1.0
104799	PA14_23510	PA14_50760	1.0
104801	PA14_41020	PA14_41020	1.0
104805	PA14_36000	PA14_57010	1.0
104807	PA14_41020	PA14_41020	1.0
104809	PA14_39350	PA14_44660	1.0
104811	PA14_39350	PA14_44660	1.0
104814	PA14_11760	PA14_16970	1.0
104816	PA14_16970	PA14_16970	1.0
104818	PA14_36840	PA14_66270	1.5
104820	PA14_36840	PA14_66270	1.0
104822	PA14_08870	PA14_27755	1.0
104824	PA14_08870	PA14_27755	1.5
104826	PA14_07770	PA14_69070	1.0
104828	PA14_66080	PA14_69070	1.0
104830	PA14_57930	PA14_69070	1.0
104832	PA14_70800	PA14_70800	1.0
104836	PA14_07190	PA14_08980	1.5
104838	PA14_07190	PA14_08980	1.0
104840	PA14_08840	PA14_62840	1.0
104842	PA14_17530	PA14_62840	1.0
104844	PA14_07190	PA14_08980	1.0
104846	PA14_65710	PA14_65710	1.0
104848	PA14_21760	PA14_45700	1.0
104850	PA14_21760	PA14_45700	1.5
104852	PA14_14490	PA14_61700	1.5
104854	PA14_14490	PA14_61700	1.0
104856	PA14_21760	PA14_45700	1.0
104858	PA14_14490	PA14_61700	1.0
104860	PA14_21690	PA14_51240	1.5
104862	PA14_21690	PA14_51240	1.0
104863	PA14_46220	PA14_57020	1.0
104864	PA14_46220	PA14_57020	1.5
104866	PA14_08910	PA14_46220	1.5
104868	PA14_08910	PA14_46220	1.0
104870	PA14_09115	PA14_46220	1.0
104872	PA14_09115	PA14_46220	1.5
104874	PA14_51240	PA14_57010	1.0
104876	PA14_21760	PA14_27370	1.0
104878	PA14_21690	PA14_51240	1.0
104880	PA14_08750	PA14_51240	1.0
104882	PA14_38710	PA14_51240	1.0
104884	PA14_51240	PA14_57010	1.0
104886	PA14_08880	PA14_25560	1.5
104888	PA14_11690	PA14_38660	1.5
104890	PA14_11690	PA14_38660	1.0
104892	PA14_25560	PA14_43600	1.5
104894	PA14_25560	PA14_43600	1.0
104896	PA14_25560	PA14_63710	1.0
104898	PA14_25560	PA14_63710	1.5
104900	PA14_08910	PA14_25560	1.5
104902	PA14_08695	PA14_09050	1.0
104904	PA14_08695	PA14_09050	1.0
104906	PA14_08695	PA14_09050	1.0
104908	PA14_08695	PA14_09050	1.0
104910	PA14_08695	PA14_09050	1.0
104912	PA14_08695	PA14_09050	1.0
104914	PA14_08695	PA14_09050	1.0
104916	PA14_08695	PA14_09050	1.0
104918	PA14_08695	PA14_09050	1.0
104920	PA14_08695	PA14_09050	1.0
104922	PA14_08695	PA14_09050	1.0
104924	PA14_08695	PA14_09050	1.0
104927	PA14_11690	PA14_38660	1.0
104929	PA14_18230	PA14_25560	1.0
104931	PA14_08880	PA14_25560	1.0
104933	PA14_08850	PA14_25560	1.0
104935	PA14_08900	PA14_25560	1.0
104937	PA14_08910	PA14_25560	1.0
104939	PA14_23110	PA14_25560	1.5
104941	PA14_23110	PA14_25560	1.0
104943	PA14_52660	PA14_57010	1.0
104945	PA14_08695	PA14_09050	1.0
104947	PA14_56680	PA14_56680	1.0
104949	PA14_56680	PA14_56680	1.0
104951	PA14_56680	PA14_56680	1.0
104953	PA14_16710	PA14_16710	1.0
104955	PA14_16710	PA14_16710	1.0
104957	PA14_12350	PA14_18650	1.0
104959	PA14_12350	PA14_18650	1.0
104961	PA14_40440	PA14_62960	1.0
104963	PA14_40440	PA14_62960	1.5
104965	PA14_10180	PA14_70940	1.0
104971	PA14_23860	PA14_50620	1.5
104973	PA14_23860	PA14_50620	1.0
104974	PA14_08620	PA14_08620	1.0
104975	PA14_08620	PA14_08620	1.0
104976	PA14_08620	PA14_08620	1.0
104978	PA14_23860	PA14_60460	1.0
104980	PA14_08900	PA14_23860	1.0
104982	PA14_08620	PA14_08900	1.0
104984	PA14_08620	PA14_08910	1.0
104986	PA14_23860	PA14_23860	1.0
104988	PA14_60890	PA14_60890	1.0
104990	PA14_60890	PA14_60890	1.0
104992	PA14_60890	PA14_60890	1.0
104994	PA14_60890	PA14_60890	1.0
104996	PA14_22040	PA14_23860	1.0
104998	PA14_60890	PA14_60890	1.0
105000	PA14_61860	PA14_61860	0.5
105002	PA14_61860	PA14_61860	0.5
105004	PA14_61860	PA14_61860	0.5
105006	PA14_61860	PA14_61860	0.5
105008	PA14_61860	PA14_61860	0.5
105010	PA14_61860	PA14_61860	1.0
105012	PA14_61860	PA14_61860	1.0
105014	PA14_61860	PA14_61860	1.0
105016	PA14_61860	PA14_61860	1.0
105018	PA14_61860	PA14_61860	1.0
105020	PA14_61860	PA14_61860	1.0
105022	PA14_17050	PA14_55170	1.0
105024	PA14_17050	PA14_55170	1.5
105026	PA14_04150	PA14_23440	1.0
105028	PA14_04150	PA14_23440	1.5
105030	PA14_23440	PA14_43600	1.0
105032	PA14_23440	PA14_43600	1.5
105034	PA14_04910	PA14_57410	1.0
105036	PA14_04910	PA14_57410	1.5
105038	PA14_04910	PA14_08720	1.0
105040	PA14_17050	PA14_55170	1.0
105042	PA14_04640	PA14_60460	1.0
105044	PA14_04640	PA14_60460	1.5
105046	PA14_60460	PA14_63250	1.5
105048	PA14_60460	PA14_63250	1.0
105050	PA14_22040	PA14_22040	1.0
105052	PA14_22040	PA14_22040	1.0
105054	PA14_22040	PA14_22040	1.0
105056	PA14_22040	PA14_22040	1.0
105058	PA14_22040	PA14_22040	1.0
105060	PA14_51770	PA14_57220	1.0
105062	PA14_07910	PA14_51900	1.0
105064	PA14_22040	PA14_22040	1.0
105066	PA14_22040	PA14_22040	1.0
105068	PA14_51770	PA14_57220	1.0
105070	PA14_38660	PA14_38660	1.0
105072	PA14_08695	PA14_08695	1.0
105074	PA14_08695	PA14_09050	1.0
105076	PA14_08695	PA14_09050	1.0
105078	PA14_08695	PA14_09050	1.0
105080	PA14_08695	PA14_09050	1.0
105082	PA14_08695	PA14_09050	1.0
105084	PA14_09020	PA14_17070	1.0
105086	PA14_09020	PA14_65190	1.0
105088	PA14_09020	PA14_63250	1.0
105090	PA14_09020	PA14_15960	1.0
105092	PA14_09020	PA14_11690	1.0
105094	PA14_09020	PA14_16860	1.0
105096	PA14_08910	PA14_25110	1.0
105098	PA14_17150	PA14_41350	1.0
105100	PA14_17150	PA14_41350	1.5
105103	PA14_54470	PA14_72840	1.0
105105	PA14_09100	PA14_16860	1.5
105107	PA14_09100	PA14_66270	1.5
105109	PA14_09100	PA14_66270	1.0
105111	PA14_09100	PA14_16860	1.0
105118	PA14_25440	PA14_54590	1.0
105120	PA14_13250	PA14_71420	1.0
105121	PA14_44090	PA14_71420	1.0
105123	PA14_04640	PA14_08910	1.0
105125	PA14_04640	PA14_08910	1.5
105127	PA14_49380	PA14_69430	1.0
105129	PA14_11400	PA14_62760	1.0
105131	PA14_62760	PA14_70180	1.0
105132	PA14_05540	PA14_05540	1.0
105133	PA14_05540	PA14_05540	1.0
105134	PA14_05540	PA14_05540	1.0
105135	PA14_05540	PA14_05540	1.0
105136	PA14_05540	PA14_05540	1.0
105137	PA14_05540	PA14_05540	1.0
105138	PA14_43850	PA14_57020	1.0
105139	PA14_05540	PA14_05540	1.0
105141	PA14_00280	PA14_43850	1.0
105142	PA14_05540	PA14_05540	1.0
105143	PA14_05540	PA14_05540	1.0
105144	PA14_05540	PA14_05540	1.0
105145	PA14_05540	PA14_05540	1.0
105146	PA14_05540	PA14_05540	1.0
105147	PA14_05540	PA14_05540	1.0
105148	PA14_05540	PA14_05540	1.0
105150	PA14_09080	PA14_23110	1.0
105152	PA14_09080	PA14_23110	1.0
105154	PA14_09080	PA14_23110	1.5
105156	PA14_09080	PA14_21400	1.0
105158	PA14_04580	PA14_19560	1.0
105160	PA14_04580	PA14_05990	1.0
105162	PA14_14460	PA14_41220	1.0
105164	PA14_17320	PA14_62490	1.5
105166	PA14_17320	PA14_62490	1.0
105168	PA14_62490	PA14_62900	1.0
105170	PA14_06340	PA14_06340	1.0
105172	PA14_06340	PA14_06340	1.0
105174	PA14_06340	PA14_06340	1.0
105176	PA14_06340	PA14_06340	1.0
105178	PA14_54290	PA14_54290	1.0
105180	PA14_13740	PA14_13740	1.0
105182	PA14_13740	PA14_13740	1.0
105184	PA14_08720	PA14_57340	1.0
105186	PA14_57340	PA14_70180	1.0
105188	PA14_54290	PA14_54290	1.0
105190	PA14_13740	PA14_13740	1.0
105192	PA14_13740	PA14_13740	1.0
105195	PA14_08820	PA14_58150	1.5
105197	PA14_08820	PA14_58150	1.0
105199	PA14_05000	PA14_34990	1.0
105202	PA14_17180	PA14_69630	1.5
105204	PA14_17180	PA14_69630	1.0
105205	PA14_21870	PA14_57020	1.0
105206	PA14_21870	PA14_57020	1.5
105208	PA14_08750	PA14_21870	1.5
105210	PA14_08750	PA14_21870	1.0
105212	PA14_21870	PA14_57010	1.0
105214	PA14_21870	PA14_57010	1.5
105216	PA14_21870	PA14_57010	1.0
105218	PA14_08750	PA14_21870	1.0
105221	PA14_17180	PA14_69630	1.0
105223	PA14_60800	PA14_64980	1.0
105225	PA14_69630	PA14_70080	1.0
105227	PA14_69630	PA14_70080	1.0
105229	PA14_69630	PA14_70080	1.0
105231	PA14_69630	PA14_70080	1.0
105233	PA14_60990	PA14_69630	1.0
105235	PA14_42790	PA14_62970	1.0
105239	PA14_68700	PA14_68700	1.0
105241	PA14_12130	PA14_36590	1.5
105243	PA14_12130	PA14_36590	1.0
105244	PA14_30230	PA14_44090	1.0
105245	PA14_44090	PA14_70710	1.0
105246	PA14_44090	PA14_44140	1.0
105248	PA14_06480	PA14_57740	1.5
105250	PA14_49270	PA14_49270	1.0
105252	PA14_27370	PA14_44620	1.0
105254	PA14_27370	PA14_44620	1.5
105256	PA14_27370	PA14_44620	1.0
105258	PA14_44620	PA14_66670	1.0
105260	PA14_44620	PA14_66670	1.5
105262	PA14_57300	PA14_73410	1.0
105264	PA14_25690	PA14_25690	1.0
105266	PA14_38130	PA14_60350	1.5
105268	PA14_38130	PA14_60350	1.0
105270	PA14_38130	PA14_60350	1.0
105272	PA14_21760	PA14_73250	1.0
105274	PA14_21760	PA14_73250	1.5
105276	PA14_38130	PA14_54370	1.0
105278	PA14_38130	PA14_54370	1.5
105280	PA14_21760	PA14_73250	1.0
105282	PA14_38130	PA14_54370	1.0
105284	PA14_16220	PA14_70710	1.0
105286	PA14_13250	PA14_70710	1.0
105288	PA14_27900	PA14_70710	1.0
105290	PA14_21230	PA14_70710	1.0
105294	PA14_41210	PA14_64190	1.0
105296	PA14_41210	PA14_64190	1.5
105298	PA14_08850	PA14_64190	1.0
105300	PA14_08780	PA14_64190	1.0
105303	PA14_41210	PA14_64190	1.0
105306	PA14_08750	PA14_57880	1.0
105308	PA14_08750	PA14_57880	1.5
105310	PA14_08750	PA14_57880	1.0
105312	PA14_12870	PA14_12870	1.0
105314	PA14_12870	PA14_12870	1.0
105316	PA14_08370	PA14_40630	1.5
105318	PA14_08370	PA14_40630	1.0
105320	PA14_04910	PA14_20890	1.0
105322	PA14_11690	PA14_20890	1.0
105324	PA14_11430	PA14_20890	1.0
105326	PA14_20890	PA14_20890	1.0
105328	PA14_37940	PA14_37940	1.0
105331	PA14_08900	PA14_65605	1.0
105333	PA14_08840	PA14_65605	1.0
105335	PA14_57590	PA14_65605	1.0
105338	PA14_12330	PA14_60460	1.0
105340	PA14_12330	PA14_60460	1.5
105341	PA14_07520	PA14_07520	1.0
105343	PA14_17530	PA14_60920	1.5
105345	PA14_17530	PA14_60920	1.0
105347	PA14_00090	PA14_00090	1.0
105349	PA14_44760	PA14_44760	1.0
105351	PA14_44760	PA14_57820	1.5
105353	PA14_44760	PA14_57820	1.0
105356	PA14_43850	PA14_44760	1.0
105358	PA14_44760	PA14_57820	1.0
105360	PA14_70260	PA14_70260	1.0
105362	PA14_00100	PA14_70260	1.0
105366	PA14_08920	PA14_27370	1.5
105368	PA14_08920	PA14_27370	1.0
105370	PA14_00100	PA14_08920	1.5
105372	PA14_00100	PA14_08920	1.0
105374	PA14_08820	PA14_58150	1.0
105376	PA14_08850	PA14_58150	1.0
105378	PA14_08760	PA14_58150	1.0
105380	PA14_58150	PA14_70420	1.0
105382	PA14_12310	PA14_62420	1.0
105384	PA14_12310	PA14_62420	1.5
105386	PA14_57580	PA14_62420	1.0
105388	PA14_57580	PA14_62420	1.5
105390	PA14_34370	PA14_34370	0.5
105392	PA14_34370	PA14_34370	0.5
105394	PA14_34370	PA14_34370	1.0
105396	PA14_34370	PA14_34370	1.0
105397	PA14_64100	PA14_66770	1.5
105398	PA14_01580	PA14_66770	1.5
105399	PA14_01580	PA14_66770	1.0
105400	PA14_01580	PA14_66770	1.0
105402	PA14_24940	PA14_57600	1.5
105404	PA14_11450	PA14_44630	1.5
105406	PA14_11450	PA14_44630	1.0
105407	PA14_08680	PA14_66770	1.0
105408	PA14_08830	PA14_66770	1.0
105409	PA14_23110	PA14_66770	1.0
105410	PA14_08880	PA14_66770	1.0
105411	PA14_64100	PA14_66770	1.0
105412	PA14_45370	PA14_66770	1.0
105413	PA14_08740	PA14_66770	1.0
105415	PA14_44630	PA14_44630	1.0
105417	PA14_44630	PA14_44630	1.0
105419	PA14_44630	PA14_44630	1.0
105421	PA14_44630	PA14_44630	1.0
105423	PA14_44630	PA14_44630	1.0
105425	PA14_44630	PA14_44630	1.0
105427	PA14_44630	PA14_44630	1.0
105429	PA14_44630	PA14_44630	1.0
105431	PA14_44630	PA14_44630	1.0
105433	PA14_44630	PA14_44630	1.0
105435	PA14_34370	PA14_41800	1.0
105437	PA14_34370	PA14_41800	1.0
105439	PA14_08730	PA14_44630	1.0
105441	PA14_44630	PA14_44630	1.0
105443	PA14_44630	PA14_44630	1.0
105444	PA14_66770	PA14_66770	1.0
105446	PA14_08730	PA14_44630	1.0
