	protein1	protein2	cost
98950	PA4213	PA4213	1.0
98951	PA1902	PA4213	1.0
98952	PA1902	PA4213	1.0
98953	PA1902	PA1902	1.0
98955	PA4213	PA4213	1.0
98956	PA1902	PA4213	1.0
98957	PA1902	PA4213	1.0
98958	PA1902	PA1902	1.0
98960	PA4213	PA4213	1.0
98961	PA1902	PA4213	1.0
98962	PA1902	PA4213	1.0
98963	PA1902	PA1902	1.0
98965	PA4213	PA4213	1.0
98966	PA1902	PA4213	1.0
98967	PA1902	PA4213	1.0
98968	PA1902	PA1902	1.0
98970	PA4213	PA4213	1.0
98971	PA1902	PA4213	1.0
98972	PA1902	PA4213	1.0
98973	PA1902	PA1902	1.0
98975	PA4213	PA4213	1.0
98976	PA1902	PA4213	1.0
98977	PA1902	PA4213	1.0
98978	PA1902	PA1902	1.0
98980	PA3989	PA5241	1.0
98981	PA3989	PA5241	1.5
98982	PA3989	PA5241	1.0
98983	PA5241	PA5241	1.0
98988	PA5045	PA5161	1.0
98989	PA5045	PA5161	1.5
98990	PA0607	PA1642	1.5
98992	PA0607	PA1642	1.0
98994	PA3861	PA4274	1.5
98996	PA3861	PA4274	1.0
98999	PA3861	PA4264	1.0
99001	PA0607	PA1642	1.0
99003	PA5161	PA5161	1.0
99004	PA5161	PA5161	1.0
99005	PA0916	PA3162	1.0
99007	PA0916	PA3162	1.5
99009	PA0916	PA4580	1.0
99011	PA0916	PA4580	1.5
99013	PA4277	PA4407	1.0
99014	PA4265	PA4407	1.0
99017	PA4020	PA4407	1.0
99019	PA4407	PA4438	1.0
99021	PA1853	PA3574	1.0
99023	PA2630	PA4022	1.0
99024	PA1984	PA2630	1.0
99026	PA2630	PA4022	1.5
99027	PA1984	PA2630	1.5
99029	PA4450	PA5563	1.0
99031	PA4450	PA5563	1.5
99033	PA4277	PA4450	1.0
99034	PA4265	PA4450	1.0
99037	PA4477	PA4741	1.0
99039	PA4450	PA5563	1.0
99041	PA0903	PA0903	1.0
99043	PA0903	PA0903	1.0
99045	PA0903	PA0903	1.0
99047	PA0903	PA0903	1.0
99049	PA3161	PA4249	1.0
99051	PA3646	PA4249	1.0
99053	PA4249	PA4260	1.0
99055	PA1104	PA4249	1.0
99056	PA4433	PA4439	1.0
99058	PA0607	PA0607	1.0
99060	PA4240	PA5045	1.0
99062	PA4240	PA5045	1.5
99064	PA3746	PA4240	1.0
99066	PA4934	PA4944	1.0
99068	PA4934	PA4944	1.5
99070	PA4934	PA4944	1.0
99072	PA0500	PA0500	1.0
99074	PA0500	PA0500	1.0
99076	PA0500	PA0500	1.0
99078	PA0500	PA0500	1.0
99080	PA0004	PA4445	1.5
99082	PA0004	PA4445	1.0
99084	PA3737	PA3737	1.0
99086	PA3737	PA3737	1.0
99088	PA3737	PA3737	1.0
99090	PA3737	PA3737	1.0
99092	PA4277	PA4284	1.0
99093	PA4265	PA4284	1.0
99096	PA0500	PA4403	1.0
99098	PA0500	PA4403	1.0
99100	PA0500	PA4403	1.5
99102	PA3737	PA3737	1.0
99104	PA0004	PA3849	1.0
99106	PA1801	PA2476	1.0
99114	PA5315	PA5567	1.0
99116	PA3811	PA5315	1.0
99118	PA3623	PA5315	1.5
99120	PA3623	PA5315	1.0
99122	PA3981	PA5315	1.5
99124	PA3989	PA5315	1.0
99125	PA3646	PA5315	1.0
99127	PA4672	PA5315	1.0
99129	PA0584	PA5079	1.0
99131	PA1758	PA4952	1.0
99133	PA1758	PA4952	1.0
99135	PA1758	PA4952	1.5
99137	PA0584	PA5079	1.0
99139	PA3644	PA4568	1.0
99141	PA3644	PA4944	1.0
99143	PA4990	PA4990	1.0
99144	PA4990	PA4990	1.0
99145	PA4990	PA4990	1.0
99146	PA4990	PA4990	1.0
99147	PA4990	PA4990	1.0
99148	PA4990	PA4990	1.0
99149	PA4990	PA4990	1.0
99150	PA4990	PA4990	1.0
99151	PA4990	PA4990	1.0
99152	PA4990	PA4990	1.0
99153	PA4990	PA4990	1.0
99154	PA4990	PA4990	1.0
99155	PA4990	PA4990	1.0
99156	PA4990	PA4990	1.0
99157	PA4990	PA4990	1.0
99158	PA4990	PA4990	1.0
99159	PA4990	PA4990	1.5
99160	PA1120	PA4407	1.0
99162	PA4007	PA4007	1.0
99163	PA1807	PA4263	1.0
99165	PA1017	PA4263	1.0
99166	PA4263	PA4936	1.0
99168	PA3639	PA4263	1.0
99170	PA2620	PA4263	1.0
99172	PA1950	PA1950	1.0
99174	PA1950	PA1950	1.0
99176	PA1376	PA2623	1.0
99178	PA1376	PA2623	1.0
99180	PA1376	PA2623	1.0
99182	PA1376	PA2623	1.0
99184	PA1376	PA2623	1.0
99186	PA1376	PA2623	1.0
99188	PA1376	PA2623	1.0
99190	PA1376	PA2623	1.0
99192	PA1376	PA2623	1.0
99194	PA0500	PA1376	1.0
99196	PA1376	PA3891	1.0
99198	PA3201	PA3804	1.0
99200	PA3011	PA4264	1.0
99202	PA4264	PA4417	1.5
99204	PA4264	PA4417	1.0
99206	PA3623	PA4264	1.5
99208	PA3623	PA4264	1.0
99210	PA3011	PA4264	1.0
99212	PA3011	PA4264	1.5
99214	PA1507	PA4264	1.5
99216	PA1507	PA4264	1.0
99218	PA3987	PA4264	1.0
99220	PA4433	PA5443	1.0
99222	PA2620	PA5443	1.0
99224	PA4267	PA5443	1.0
99226	PA4403	PA5443	1.0
99228	PA3981	PA5443	1.0
99230	PA3981	PA5443	1.5
99232	PA3654	PA4264	1.0
99234	PA3654	PA4264	1.5
99236	PA2620	PA5443	1.5
99238	PA2620	PA5443	1.0
99240	PA4445	PA5443	1.0
99242	PA4445	PA5443	1.5
99244	PA4269	PA5443	1.0
99246	PA4269	PA5443	1.0
99248	PA4269	PA5443	1.0
99250	PA3654	PA3654	1.0
99252	PA3654	PA4251	1.0
99254	PA3654	PA4433	1.0
99256	PA3654	PA4567	1.0
99258	PA3654	PA4264	1.0
99260	PA0837	PA3654	1.0
99263	PA4421	PA4421	1.0
99265	PA1081	PA4421	1.0
99266	PA4269	PA5443	1.0
99268	PA4269	PA5443	1.0
99271	PA4031	PA4433	1.0
99274	PA3162	PA3179	1.0
99276	PA4385	PA4952	1.5
99278	PA4385	PA4952	1.0
99280	PA4385	PA4952	1.0
99282	PA3050	PA4385	1.5
99284	PA3050	PA4385	1.0
99286	PA4385	PA4672	1.0
99288	PA4385	PA4672	1.5
99290	PA3162	PA3179	1.0
99292	PA3162	PA3179	1.0
99294	PA3162	PA3179	1.5
99296	PA1562	PA3162	1.0
99298	PA1562	PA3162	1.5
99300	PA3162	PA5107	1.0
99301	PA3162	PA5107	1.5
99302	PA4853	PA5493	1.0
99304	PA4853	PA5493	1.5
99306	PA1588	PA3162	1.5
99308	PA1588	PA3162	1.0
99310	PA4595	PA5493	1.0
99312	PA4595	PA5493	1.5
99314	PA4385	PA5555	1.0
99316	PA2961	PA4513	1.0
99317	PA2961	PA4513	1.0
99318	PA2961	PA4513	1.5
99319	PA3050	PA4385	1.0
99321	PA4853	PA5493	1.0
99323	PA4262	PA5493	1.0
99325	PA0837	PA5493	1.0
99327	PA4385	PA4672	1.0
99329	PA3139	PA4385	1.0
99331	PA1192	PA4385	1.0
99333	PA3129	PA4385	1.0
99335	PA1999	PA4385	1.0
99337	PA4385	PA4438	1.0
99342	PA1065	PA3714	1.0
99344	PA5223	PA5567	1.0
99348	PA3996	PA4411	1.0
99350	PA3996	PA4411	1.5
99352	PA3996	PA4411	1.0
99354	PA4275	PA4662	1.0
99356	PA1804	PA3011	1.0
99358	PA3623	PA4250	1.5
99360	PA3623	PA4250	1.0
99362	PA0767	PA5204	1.0
99364	PA0767	PA5204	1.5
99366	PA0767	PA2389	1.5
99368	PA0767	PA2389	1.0
99370	PA0767	PA5204	1.0
99372	PA0767	PA2389	1.0
99374	PA0767	PA4262	1.0
99376	PA0767	PA4433	1.0
99378	PA3017	PA5153	1.0
99380	PA1636	PA4464	1.0
99381	PA1636	PA1636	1.0
99382	PA1636	PA4464	1.0
99383	PA0883	PA5308	1.0
99385	PA0883	PA3243	1.0
99387	PA1636	PA1636	1.0
99388	PA1636	PA4464	1.0
99389	PA0001	PA4253	1.5
99391	PA0001	PA4253	1.0
99393	PA3799	PA4253	1.0
99395	PA0001	PA4253	1.0
99397	PA4031	PA4253	1.0
99399	PA2738	PA3330	1.0
99401	PA2738	PA3330	1.5
99403	PA3738	PA3738	1.0
99405	PA3738	PA3738	1.0
99407	PA4935	PA5443	1.0
99409	PA4581	PA4581	1.0
99411	PA0552	PA4935	1.0
99413	PA0552	PA4935	1.5
99415	PA4270	PA4935	1.5
99417	PA4270	PA4935	1.0
99419	PA1801	PA4935	1.0
99421	PA3092	PA3874	1.5
99423	PA3092	PA3874	1.0
99425	PA0552	PA4935	1.0
99427	PA4270	PA4935	1.0
99429	PA4935	PA5338	1.0
99431	PA3083	PA3092	1.0
99433	PA3092	PA3874	1.0
99435	PA3179	PA4262	1.0
99437	PA4262	PA4952	1.0
99439	PA4262	PA4952	1.0
99441	PA4262	PA4952	1.5
99443	PA4262	PA4727	1.5
99445	PA4262	PA4727	1.0
99447	PA3179	PA4262	1.5
99449	PA4262	PA4265	1.0
99450	PA3266	PA4262	1.0
99452	PA0363	PA4262	1.0
99454	PA4262	PA4450	1.0
99456	PA0363	PA4262	1.0
99459	PA5202	PA5202	1.0
99461	PA4394	PA4394	1.0
99463	PA4394	PA4394	1.0
99465	PA4394	PA4394	1.0
99467	PA4394	PA4394	1.0
99469	PA4056	PA4270	1.0
99471	PA4056	PA4270	1.5
99484	PA4394	PA4394	1.0
99486	PA4394	PA4394	1.0
99488	PA4394	PA4394	1.0
99490	PA2859	PA4270	1.0
99492	PA3491	PA4270	1.0
99494	PA1754	PA4270	1.0
99496	PA4056	PA4270	1.0
99500	PA4394	PA4394	1.0
99502	PA3002	PA4270	1.0
99504	PA3002	PA4270	1.0
99506	PA4270	PA5245	1.0
99508	PA4394	PA4394	1.0
99510	PA4394	PA4394	1.0
99512	PA4394	PA4394	1.0
99514	PA4394	PA4394	1.0
99516	PA0022	PA4246	1.0
99518	PA0022	PA4264	1.0
99520	PA2389	PA3989	1.5
99521	PA2389	PA3989	1.0
99522	PA2389	PA3011	1.0
99524	PA5286	PA5286	1.0
99528	PA1204	PA5286	1.5
99530	PA1204	PA5286	1.0
99537	PA0001	PA4432	1.0
99539	PA1726	PA3208	1.5
99541	PA1726	PA3208	1.0
99543	PA2620	PA5094	1.5
99545	PA2620	PA5094	1.0
99547	PA1772	PA3981	1.5
99549	PA1772	PA3981	1.0
99551	PA2620	PA5094	1.0
99553	PA1772	PA2976	1.0
99555	PA1772	PA2976	1.0
99557	PA4442	PA4530	1.0
99559	PA4442	PA4530	1.0
99561	PA4442	PA4530	1.5
99563	PA4771	PA5345	1.0
99565	PA2466	PA2466	1.0
99567	PA4232	PA4270	1.0
99569	PA4232	PA4262	1.0
99571	PA4232	PA4262	1.5
99573	PA4232	PA4271	1.5
99575	PA4232	PA4271	1.0
99577	PA4043	PA4257	1.0
99579	PA4043	PA4257	1.5
99581	PA4232	PA4964	1.0
99583	PA4232	PA4964	1.5
99585	PA4232	PA5555	1.0
99587	PA2684	PA5555	1.0
99589	PA4232	PA4277	1.0
99590	PA4232	PA4265	1.0
99593	PA3126	PA3126	1.0
99595	PA3126	PA3126	1.0
99597	PA3126	PA3126	1.0
99599	PA3126	PA3126	1.0
99601	PA3126	PA3126	1.0
99603	PA3126	PA3126	1.0
99605	PA3126	PA3126	1.0
99607	PA3126	PA3126	1.0
99609	PA3126	PA3126	1.0
99611	PA4043	PA4263	1.0
99613	PA4043	PA4271	1.0
99615	PA4043	PA4433	1.0
99617	PA4232	PA4964	1.0
99619	PA4232	PA4761	1.0
99621	PA0378	PA4232	1.0
99623	PA4232	PA4262	1.0
99625	PA4232	PA4263	1.0
99627	PA4232	PA4271	1.0
99629	PA1456	PA3168	1.0
99630	PA3126	PA3126	1.0
99632	PA3126	PA3126	1.0
99634	PA2966	PA4753	1.5
99636	PA2966	PA4753	1.0
99638	PA3822	PA4751	1.5
99640	PA4271	PA5303	1.0
99642	PA4271	PA5303	1.5
99644	PA4239	PA4753	1.5
99646	PA4239	PA4753	1.0
99648	PA2966	PA4753	1.0
99650	PA4052	PA4246	1.0
99653	PA0968	PA2540	1.0
99655	PA0382	PA2540	1.0
99657	PA3648	PA3800	1.0
99659	PA3800	PA4765	1.0
99660	PA3800	PA4765	1.0
99661	PA2540	PA4282	1.0
99663	PA2540	PA4282	1.0
99665	PA2540	PA4282	1.0
99667	PA3648	PA3800	1.0
99669	PA3648	PA3800	1.0
99671	PA3648	PA3800	1.0
99673	PA3648	PA3800	1.0
99675	PA3648	PA3800	1.0
99677	PA3800	PA3800	1.0
99679	PA3800	PA3800	1.0
99681	PA3648	PA3800	1.0
99683	PA3648	PA3800	1.0
99685	PA3648	PA3800	1.0
99687	PA2540	PA4282	1.0
99689	PA3648	PA3800	1.0
99691	PA3648	PA3800	1.0
99693	PA3648	PA3800	1.0
99695	PA3648	PA3800	1.0
99697	PA3648	PA3800	1.0
99699	PA3648	PA3800	1.0
99701	PA0968	PA4261	1.0
99703	PA4261	PA5443	1.0
99705	PA4261	PA5335	1.0
99707	PA3668	PA4809	1.5
99709	PA3668	PA4809	1.0
99711	PA0968	PA4261	1.5
99713	PA0968	PA4261	1.0
99715	PA3654	PA4261	1.0
99717	PA3654	PA4261	1.5
99719	PA4261	PA4879	1.5
99721	PA4261	PA4879	1.0
99723	PA4261	PA4670	1.0
99725	PA3654	PA4261	1.0
99727	PA4261	PA4403	1.0
99730	PA0968	PA4261	1.0
99732	PA3668	PA4809	1.0
99734	PA1337	PA3653	1.0
99736	PA1384	PA3653	1.0
99738	PA4243	PA4261	1.0
99740	PA3864	PA3864	1.0
99742	PA5507	PA5507	1.0
99744	PA5131	PA5232	1.0
99746	PA5131	PA5232	1.5
99748	PA0357	PA4614	1.5
99750	PA0357	PA4614	1.0
99752	PA0927	PA2416	1.0
99754	PA0927	PA2416	1.5
99756	PA1119	PA5555	1.0
99758	PA3799	PA4260	1.0
99760	PA3622	PA4269	1.0
99762	PA5131	PA5232	1.0
99764	PA1562	PA5489	1.0
99765	PA1562	PA5489	1.5
99766	PA0555	PA5489	1.5
99767	PA0555	PA5489	1.0
99768	PA5489	PA5567	1.0
99769	PA5489	PA5567	1.5
99770	PA0741	PA2197	1.5
99772	PA1481	PA5489	1.0
99773	PA3221	PA3221	1.0
99775	PA0555	PA5489	1.0
99776	PA1562	PA5489	1.0
99777	PA5489	PA5567	1.0
99778	PA1481	PA5489	1.0
99779	PA1164	PA1164	1.0
99781	PA2639	PA4727	1.5
99783	PA2639	PA4727	1.0
99785	PA2840	PA4727	1.0
99787	PA4277	PA4944	1.5
99788	PA4265	PA4944	1.5
99791	PA4277	PA4944	1.0
99792	PA4265	PA4944	1.0
99795	PA4568	PA4944	1.5
99802	PA4568	PA4944	1.0
99804	PA4277	PA4944	1.0
99805	PA4265	PA4944	1.0
99808	PA4267	PA4944	1.0
99810	PA2979	PA4277	1.0
99811	PA2979	PA4265	1.0
99814	PA2979	PA4274	1.0
99816	PA2979	PA4277	1.0
99817	PA2979	PA4265	1.0
99821	PA2126	PA3744	1.0
99823	PA0370	PA4761	1.0
99825	PA0370	PA4265	1.5
99826	PA0370	PA4265	1.0
99827	PA0370	PA4265	1.0
99828	PA0370	PA4265	1.0
99829	PA0370	PA4761	1.0
99831	PA1812	PA2626	1.0
99833	PA4267	PA5193	1.0
99835	PA4257	PA5193	1.0
99837	PA5193	PA5193	1.0
99839	PA5193	PA5193	1.0
99841	PA5193	PA5193	1.0
99843	PA4748	PA4748	1.0
99845	PA5193	PA5193	1.0
99847	PA5193	PA5193	1.0
99849	PA5193	PA5193	1.0
99851	PA3823	PA3903	1.5
99853	PA3823	PA3903	1.5
99855	PA3823	PA3903	1.0
99857	PA3823	PA3903	1.0
99859	PA1341	PA4055	1.0
99860	PA1341	PA4055	1.5
99861	PA3823	PA3903	1.0
99863	PA0004	PA3806	1.0
99865	PA0168	PA3011	1.5
99867	PA0168	PA3011	1.0
99869	PA0168	PA3011	1.0
99871	PA0004	PA3806	1.0
99873	PA0004	PA3806	1.5
99875	PA0004	PA1179	1.0
99877	PA0004	PA1179	1.5
99879	PA0168	PA3011	1.0
99881	PA0168	PA3011	1.0
99883	PA0500	PA1307	1.0
99885	PA0500	PA1307	1.0
99887	PA0500	PA1307	1.0
99889	PA0500	PA1307	1.0
99891	PA2476	PA2476	0.5
99893	PA2476	PA2476	1.0
99895	PA2476	PA2476	1.0
99897	PA2476	PA3266	1.0
99899	PA3803	PA5239	1.0
99901	PA4660	PA4660	1.0
99904	PA3811	PA4274	1.0
99906	PA3811	PA4250	1.0
99909	PA1618	PA4568	1.0
99911	PA1618	PA4568	1.5
99913	PA3674	PA4264	1.0
99915	PA3674	PA4264	1.5
99917	PA3674	PA4407	1.5
99919	PA3674	PA4407	1.0
99921	PA3674	PA4262	1.5
99923	PA3674	PA4262	1.0
99925	PA3674	PA4433	1.5
99927	PA3674	PA4433	1.0
99929	PA3823	PA4267	1.0
99931	PA0001	PA4425	1.0
99933	PA0001	PA4425	1.0
99935	PA0001	PA4425	1.0
99937	PA0001	PA4425	1.0
99939	PA0001	PA4425	1.0
99941	PA3674	PA4876	1.0
99943	PA0001	PA4425	1.0
99945	PA3674	PA4876	1.0
99947	PA3834	PA4277	1.0
99948	PA3834	PA4265	1.0
99951	PA5016	PA5180	1.0
99953	PA5049	PA5360	1.0
99955	PA4696	PA4696	1.0
99957	PA3162	PA4696	1.0
99959	PA3162	PA4696	1.5
99961	PA4696	PA4696	1.0
99963	PA4696	PA4696	1.0
99966	PA2796	PA3120	1.5
99968	PA2796	PA3120	1.0
99970	PA2796	PA3120	1.0
99972	PA3120	PA3120	1.0
99974	PA5275	PA5275	1.0
99976	PA3913	PA4265	1.0
99977	PA5275	PA5275	1.0
99979	PA3245	PA5275	1.0
99981	PA1103	PA1103	1.0
99982	PA3444	PA3714	1.0
99984	PA3444	PA3714	1.5
99986	PA3444	PA3714	1.0
99988	PA2540	PA5500	1.0
99990	PA4271	PA5500	1.0
99992	PA4271	PA5500	1.5
99997	PA4267	PA4558	1.0
100000	PA3129	PA5345	1.0
100002	PA3129	PA5345	1.0
100004	PA3129	PA5345	1.5
100006	PA5078	PA5078	0.5
100008	PA5078	PA5078	1.0
100013	PA5146	PA5449	1.5
100014	PA5146	PA5449	1.0
100015	PA0654	PA3650	1.0
100017	PA0654	PA3650	1.5
100019	PA0654	PA1586	1.5
100023	PA3635	PA5449	1.5
100025	PA3635	PA5449	1.0
100027	PA1337	PA5449	1.5
100029	PA1337	PA5449	1.0
100031	PA4248	PA5449	1.5
100033	PA4248	PA5449	1.0
100035	PA4273	PA5449	1.0
100037	PA4273	PA5449	1.5
100039	PA4251	PA5449	1.5
100041	PA4251	PA5449	1.0
100043	PA4433	PA5449	1.5
100045	PA4433	PA5449	1.0
100047	PA3162	PA5449	1.5
100049	PA3162	PA5449	1.0
100051	PA4249	PA5449	1.5
100053	PA4249	PA5449	1.0
100055	PA4934	PA5449	1.5
100057	PA4934	PA5449	1.0
100059	PA3017	PA5449	1.0
100061	PA3017	PA5449	1.5
100063	PA1202	PA5449	1.5
100064	PA1202	PA5449	1.0
100065	PA4256	PA5449	1.0
100067	PA4256	PA5449	1.5
100071	PA2277	PA2277	1.0
100073	PA2277	PA2277	1.0
100075	PA2277	PA2277	1.0
100077	PA2277	PA2277	1.0
100081	PA1498	PA4252	1.5
100083	PA1498	PA4252	1.0
100088	PA3673	PA4252	1.0
100090	PA4252	PA5360	1.0
100092	PA0579	PA3179	1.0
100094	PA0579	PA2620	1.0
100096	PA0579	PA2620	1.5
100098	PA0579	PA3179	1.5
100100	PA0579	PA3179	1.0
100102	PA0579	PA2620	1.0
100107	PA0576	PA2321	1.0
100108	PA0009	PA4248	1.5
100110	PA0009	PA4248	1.0
100112	PA3768	PA5070	1.0
100114	PA0009	PA4248	1.0
100116	PA4025	PA4655	1.0
100118	PA2263	PA2263	1.0
100120	PA2263	PA2263	1.0
100122	PA3806	PA4934	1.0
100124	PA1610	PA4934	1.5
100126	PA4740	PA4934	1.0
100128	PA4740	PA4934	1.5
100130	PA1588	PA4934	1.5
100132	PA1588	PA4934	1.0
100134	PA3806	PA4934	1.0
100136	PA3806	PA4934	1.5
100139	PA1610	PA4934	1.0
100141	PA4740	PA4934	1.0
100143	PA4249	PA4934	1.0
100145	PA4249	PA4934	1.0
100147	PA0373	PA0376	1.0
100149	PA0376	PA4385	1.0
100151	PA1816	PA4265	1.0
100152	PA1816	PA4255	1.0
100154	PA1803	PA1816	1.0
100156	PA0837	PA1816	1.0
100158	PA0972	PA3022	1.0
100160	PA4258	PA5567	1.0
100162	PA2586	PA4271	1.0
100164	PA4271	PA4392	1.0
100166	PA3640	PA4271	1.5
100168	PA3640	PA4271	1.0
100170	PA4271	PA4403	1.5
100172	PA4271	PA4403	1.0
100174	PA4271	PA4751	1.5
100176	PA4271	PA4751	1.0
100178	PA4271	PA5338	1.0
100180	PA4271	PA5338	1.5
100182	PA2586	PA4271	1.5
100184	PA4271	PA4392	1.0
100186	PA4271	PA4392	1.5
100188	PA3272	PA3582	1.5
100190	PA3272	PA3582	1.0
100192	PA0552	PA3272	1.5
100194	PA0552	PA3272	1.0
100196	PA0835	PA3272	1.5
100198	PA0835	PA3272	1.0
100202	PA3168	PA4265	1.0
100203	PA1102	PA1102	1.0
100204	PA1102	PA1102	1.0
100205	PA1102	PA1102	1.0
100206	PA1102	PA1102	1.0
100208	PA4333	PA4931	1.0
100210	PA4333	PA4931	1.5
100212	PA3112	PA5054	1.0
100214	PA3112	PA4761	1.0
100216	PA2527	PA3112	1.0
100218	PA3112	PA5315	1.0
100220	PA4333	PA4931	1.0
100222	PA2390	PA2390	1.0
100224	PA2390	PA2390	1.0
100226	PA2390	PA2390	1.0
100228	PA2390	PA2390	1.0
100230	PA0835	PA4602	1.0
100232	PA0835	PA4602	1.0
100234	PA0374	PA4277	1.0
100235	PA0374	PA4265	1.0
100238	PA3853	PA3853	1.0
100240	PA3972	PA3972	1.0
100242	PA3972	PA3972	1.0
100244	PA3972	PA3972	1.0
100246	PA0374	PA4258	1.0
100248	PA0374	PA4432	1.0
100250	PA3972	PA3972	1.0
100252	PA3972	PA3972	1.0
100254	PA3972	PA3972	1.0
100256	PA4053	PA4568	1.0
100258	PA3640	PA4271	1.0
100260	PA4271	PA4751	1.0
100263	PA2341	PA3168	1.0
100265	PA0363	PA4271	1.0
100267	PA4271	PA4403	1.0
100269	PA4271	PA5338	1.0
100271	PA3640	PA4271	1.0
100273	PA1102	PA3168	1.0
100274	PA3168	PA4242	1.0
100276	PA2338	PA5107	1.0
100277	PA2338	PA5107	1.5
100278	PA3636	PA4251	1.0
100280	PA3636	PA4251	1.5
100282	PA3636	PA4250	1.5
100284	PA3636	PA4250	1.0
100286	PA3636	PA4273	1.0
100288	PA3636	PA4273	1.5
100290	PA0546	PA3636	1.0
100292	PA3636	PA4251	1.0
100294	PA3636	PA5315	1.0
100296	PA3636	PA4240	1.0
100298	PA3636	PA4250	1.0
100300	PA3636	PA4277	1.0
100301	PA3636	PA4265	1.0
100304	PA2127	PA3636	1.0
100306	PA3636	PA4267	1.0
100308	PA3636	PA4273	1.0
100310	PA2338	PA4761	1.0
100312	PA1805	PA4668	1.5
100314	PA1805	PA4668	1.0
100316	PA3804	PA4479	1.0
100318	PA4411	PA4749	1.0
100320	PA4246	PA4749	1.0
100323	PA3584	PA5365	1.0
100325	PA1050	PA1050	1.0
100347	PA3308	PA4450	1.0
100349	PA3308	PA4450	1.5
100352	PA4409	PA4418	1.0
100354	PA4409	PA4418	1.0
100356	PA3308	PA4246	1.0
100358	PA3308	PA4450	1.0
100362	PA4409	PA4418	1.0
100364	PA4409	PA4418	1.0
100366	PA4409	PA4418	1.0
100368	PA4409	PA4418	1.0
100370	PA4409	PA4418	1.0
100387	PA3179	PA4239	1.5
100389	PA3266	PA4239	1.0
100391	PA4056	PA4239	1.0
100393	PA1928	PA4239	1.0
100395	PA1928	PA4239	1.0
100397	PA1928	PA4239	1.0
100399	PA1928	PA4239	1.0
100401	PA0393	PA4274	1.5
100402	PA0393	PA4274	1.0
100405	PA0500	PA2610	1.0
100407	PA1585	PA1818	1.0
100409	PA1585	PA1818	1.5
100411	PA2692	PA4268	1.5
100413	PA2692	PA4268	1.0
100415	PA3650	PA4739	1.0
100417	PA3650	PA4739	1.5
100419	PA2692	PA4260	1.0
100421	PA2692	PA4260	1.5
100423	PA1585	PA1818	1.0
100425	PA2692	PA4670	1.0
100427	PA1529	PA1529	1.0
100429	PA1529	PA4560	1.0
100431	PA1529	PA3011	1.0
100433	PA3086	PA5308	1.0
100435	PA1919	PA3664	1.0
100437	PA4277	PA4739	1.0
100438	PA4265	PA4739	1.0
100441	PA1562	PA2144	1.0
100443	PA1562	PA2144	1.5
100445	PA2813	PA3617	1.0
100447	PA2813	PA3617	1.5
100449	PA2813	PA3017	1.5
100451	PA2813	PA3017	1.0
100453	PA2813	PA4260	1.0
100455	PA4260	PA4595	1.5
100457	PA4260	PA4595	1.0
100459	PA3258	PA4659	1.0
100461	PA3179	PA5569	1.5
100463	PA3179	PA5569	1.0
100465	PA3179	PA5569	1.0
100467	PA2585	PA2741	1.0
100469	PA2585	PA2741	1.5
100471	PA2585	PA4568	1.0
100473	PA2585	PA4568	1.5
100475	PA2975	PA5569	1.0
100477	PA2975	PA5569	1.5
100479	PA2585	PA2741	1.0
100481	PA2585	PA4568	1.0
100483	PA3161	PA4251	1.0
100485	PA4274	PA5569	1.0
100487	PA3179	PA5569	1.0
100489	PA0968	PA0968	1.0
100492	PA0956	PA1102	1.0
100493	PA3243	PA3989	1.0
100494	PA1793	PA4751	1.0
100496	PA1793	PA4751	1.5
100498	PA1793	PA4751	1.0
100500	PA4516	PA4516	1.0
100502	PA1217	PA1589	1.5
100504	PA4051	PA4281	1.0
100506	PA3814	PA4051	1.5
100508	PA3603	PA3603	1.0
100510	PA3603	PA3603	1.0
100512	PA3603	PA3603	1.0
100514	PA1100	PA1449	1.0
100516	PA4952	PA5518	1.0
100518	PA4952	PA5518	1.0
100520	PA4952	PA5518	1.5
100522	PA1013	PA4730	1.5
100524	PA1013	PA4730	1.0
100526	PA1013	PA1800	1.0
100528	PA1013	PA1800	1.0
100530	PA1013	PA1800	1.5
100532	PA1013	PA3045	1.5
100534	PA1013	PA3045	1.0
100536	PA0552	PA1410	1.0
100538	PA0552	PA1410	1.5
100542	PA2840	PA3179	1.5
100544	PA4951	PA4951	1.0
100546	PA2840	PA3179	1.0
100548	PA2840	PA4647	1.0
100550	PA1013	PA4730	1.0
100552	PA1013	PA3045	1.0
100554	PA1013	PA1800	1.0
100556	PA1013	PA1013	1.0
100558	PA2976	PA4720	1.0
100560	PA2976	PA4720	1.5
100562	PA2976	PA3635	1.5
100564	PA2840	PA2976	1.5
100566	PA2840	PA2976	1.0
100568	PA2840	PA2976	1.0
100570	PA2976	PA4274	1.0
100572	PA2976	PA4274	1.5
100574	PA2976	PA4274	1.0
100576	PA3617	PA4044	1.0
100578	PA3617	PA4044	1.5
100580	PA2976	PA4239	1.5
100582	PA4044	PA4265	1.0
100583	PA2976	PA3244	1.0
100585	PA2976	PA3635	1.0
100587	PA2976	PA3635	1.0
100589	PA2976	PA3635	1.0
100591	PA2976	PA3635	1.0
100593	PA2976	PA3635	1.0
100595	PA3617	PA4044	1.0
100597	PA4044	PA4481	1.0
100599	PA2840	PA2976	1.0
100601	PA2976	PA3645	1.0
100603	PA2976	PA4239	1.0
100605	PA2976	PA4274	1.0
100607	PA2976	PA3048	1.0
